annotation_id,batch,sampling_stratum,taxonomy_at_labelling,labelling_independence,conversation_id,tweet_id,customer_author_id,created_at,text,primary_intent,secondary_intent,confidence,ambiguous,needs_discussion,notes
b02_0055,b02,random,v2_frozen,independent,conv_2438780,2438780,125998,14-11-2017 21:38,@AmericanAir is there ever a situation where the change fee is waived? (My meeting is letting out a day early and I want to go home!),booking_fees_and_fare_rules,,high,,,
b02_0056,b02,random,v2_frozen,independent,conv_2471788,2471788,344323,15-11-2017 12:03,BIG shoutout of THANKS to all the #GreatestFlyers joining me on the @AmericanAir #AAdventure today! Be sure to get this sticker from the mobile app and use it often while messaging friends and family--you earned it! https://t.co/X4lFsEYPxw,non_support_commentary,,high,,,
b02_0057,b02,random,v2_frozen,independent,conv_2482514,2482514,709266,29-10-2017 23:09,@AmericanAir is probably my least favorite airline. Water or juice? Playing music on the tarmac? That's just annoying.,general_dissatisfaction,,high,,,
b02_0058,b02,random,v2_frozen,independent,conv_2513231,2513231,716218,15-11-2017 22:25,"I’m generally happy w/ @AmericanAir, but not your best day today. Love, EP customer. #CustomerExperience",general_dissatisfaction,,high,,,
b02_0059,b02,random,v2_frozen,independent,conv_2520491,2520491,202782,26-11-2017 19:23,Boredom is not an option on @AmericanAir. Great to have @84660 onboard!!!  / #A319 #DFW https://t.co/QlyzLlKdVq,non_support_commentary,,high,,,
b02_0060,b02,random,v2_frozen,independent,conv_253612,253612,176287,05-10-2017 17:37,Just a couple days left of flying with @AmericanAir to @30907 for the best race of the year! Can't wait... #F1 @30908 https://t.co/oXI7gJ9PoD,non_support_commentary,,high,,,
b02_0061,b02,random,v2_frozen,independent,conv_2546983,2546983,258150,30-10-2017 13:16,"Heading Back To Warm New,York My Favorite Airline @AmericanAir  / Can't Wait!Hopefully On Time.",praise_and_compliment,,medium,yes,yes,"Calls AA their favorite airline, but “hopefully on time” introduces a concern. Positive evaluation is still dominant"
b02_0062,b02,random,v2_frozen,independent,conv_2610851,2610851,735554,17-11-2017 11:37,Can't say I've ever been on an aircraft in flight (commercial one) that's 75+ for the entire flight. Couldn't sleep a wink on this red eye. @AmericanAir needs to get consistency in operations. Aircraft and processes are so different as to dillute the brand experience.,general_dissatisfaction,,high,,,
b02_0063,b02,random,v2_frozen,independent,conv_2614548,2614548,739097,17-11-2017 13:10,@AmericanAir hi I need to add my tsa precheck to my ticket today can you help me,booking_fees_and_fare_rules,,medium,yes,yes,"Adding TSA PreCheck to a ticket is a booking/account-related request, but isn't explicitly covered by the taxonomy"
b02_0064,b02,random,v2_frozen,independent,conv_2625738,2625738,403052,30-10-2017 23:22,Relajado antes de tomar camino a #LA  @AmericanAir #AdmiralsClub 🍷 #smESPN @51040 ⚾️🎧 https://t.co/lcWz39mLyc,loyalty_and_lounge,,high,,,
b02_0065,b02,random,v2_frozen,independent,conv_2705682,2705682,759888,18-11-2017 16:01,"Thanks for the heads up @AmericanAir.  My upcoming flight with you, will surely be my last. I guess thanks for letting me know before you gouged me at the gate. I'll obviously never book with you again. https://t.co/vJSIXYg2TI",general_dissatisfaction,,high,,,
b02_0066,b02,random,v2_frozen,independent,conv_2748745,2748745,769618,20-11-2017 23:10,"@AmericanAir bad service, not gonna fly ever again with you guys. #BadCustomerService",general_dissatisfaction,,high,,,
b02_0067,b02,random,v2_frozen,independent,conv_2748756,2748756,769621,20-11-2017 23:09,"What a crap experience travelling from #CHO to #DFW via #PHL on @AmericanAir. Delays, lack of urgency, and the slowest shuttle service at PHL has made this experience terrible. #shameonyou #getittogether",flight_delay,,high,,,
b02_0068,b02,random,v2_frozen,independent,conv_2797618,2797618,780577,21-11-2017 22:36,yo @AmericanAir teach your employees how to address people kindly without gendering them. just watched a flight attendant consistently misgender all these children.,staff_and_service_complaint,,high,,,
b02_0069,b02,random,v2_frozen,independent,conv_2798778,2798778,331522,21-11-2017 17:34,So this happened!  THANK YOU @135926 @AmericanAir  #FlyEaglesFly https://t.co/2cOdfOP6ya,praise_and_compliment,,high,,,
b02_0070,b02,random,v2_frozen,independent,conv_2805447,2805447,782472,22-11-2017 02:41,We need to treat our American citizens better than this. The process for customs in Miami was atrocious. My docs had me at wrong gate. Ran and got to right gate on time and they would not let me on. @AmericanAir I’m in disbelief at how I was treated.,praise_and_compliment,,high,,,
b02_0071,b02,random,v2_frozen,independent,conv_282557,282557,183314,06-10-2017 12:22,People are lucky I’m not how I used to be and have learned how to keep my anger under control. / Y’all are RUDE and DISRESPECTFUL @AmericanAir,boarding_and_gate,,high,,,
b02_0072,b02,random,v2_frozen,independent,conv_2835136,2835136,789165,27-11-2017 14:47,@AmericanAir horrible service at PSP: can't change rewards number and even forgot to put priority tag.15min wasted. Customer service useless,staff_and_service_complaint,,high,,,
b02_0073,b02,random,v2_frozen,independent,conv_2843223,2843223,791000,27-11-2017 17:05,@AmericanAir huge issues in paying for ticket (with creditcard) through phone assistance in your offices in Chile.,booking_fees_and_fare_rules,,high,,,
b02_0074,b02,random,v2_frozen,independent,conv_2848511,2848511,792171,27-11-2017 18:25,"I 100% got bug bites on an @AmericanAir flight! Their response... “While we usually do not comment, we can say we do not believe that the allegations in the complaint are valid.” #dobetteramerican https://t.co/rQnerOhG2C",OTHER,,high,,,Alleged bug bites on an AA flight. Genuine service/health-related complaint but not represented by the current taxonomy
b02_0075,b02,random,v2_frozen,independent,conv_2912683,2912683,806301,28-11-2017 22:18,@AmericanAir sucks! im on an 8pm flight to ORD. 12 seats open on the 6pm and you wont let me on w/o another $75.  Never happens on @SouthwestAir,booking_fees_and_fare_rules,,high,,,
b02_0076,b02,random,v2_frozen,independent,conv_2963635,2963635,817736,29-11-2017 21:31,@AmericanAir any word on AA 594 (12/22/17) and AA 596 (1/2/18)? / Can I see my family for Christmas?  / Will I have to fly the plane?,flight_cancellation_rebooking,,medium,yes,yes,Asking whether flights will operate during the pilot-scheduling disruption and whether alternative arrangements are needed
b02_0077,b02,random,v2_frozen,independent,conv_2982191,2982191,822511,30-11-2017 04:22,So uh @AmericanAir when do we find out if we need to make other arrangements for Christmas.,flight_cancellation_rebooking,,medium,yes,yes,"Asking whether they need alternative arrangements for Christmas strongly implies possible cancellation/rebooking, but isn't explicit"
b02_0078,b02,random,v2_frozen,independent,conv_2983742,2983742,200241,31-10-2017 21:23,@AmericanAir I have 2 rentals that I rented at @208546 overseas. I have provided my AAdvantage number but miles don't show up. Any help?,loyalty_and_lounge,,high,,,
b02_0079,b02,random,v2_frozen,independent,conv_310040,310040,190025,07-10-2017 01:49,@AmericanAir get it together in baggage @ Miami Airport.  Multiple flights missing bags that say they’ve arrived.  Waiting 2 hrs &amp; counting,baggage,,high,,,
b02_0080,b02,random,v2_frozen,independent,conv_311134,311134,190301,07-10-2017 02:46,@AmericanAir refused a seat to my niece this evening. Had 1 seat available for her to fly home to say goodbye to her dying Mudgie u suck!,seating_and_upgrade,,high,,,
b02_0081,b02,random,v2_frozen,independent,conv_330232,330232,194617,11-10-2017 13:57,"Shame on @AmericanAir for trying to pressure newlyweds to ""take the hit"" &amp; repay for our honeymoon trip after their airport customer service",booking_fees_and_fare_rules,,medium,yes,yes,Complaint about having to repay/pay for a honeymoon trip after an airline service issue
b02_0082,b02,random,v2_frozen,independent,conv_367074,367074,185213,08-10-2017 20:04,Our @AmericanAir AA714 crew taking good care of us. Home in Philly in an hour and drinkies in the @36218,praise_and_compliment,,high,,,
b02_0083,b02,random,v2_frozen,independent,conv_371940,371940,204106,08-10-2017 22:19,"@AmericanAir, any way to send a message to the cockpit of AA1106 while we board?  Need Aux Air back here.. super hot!",OTHER,,high,,,
b02_0084,b02,random,v2_frozen,independent,conv_412767,412767,213521,09-10-2017 23:36,@AmericanAir you guys cancelled my flight and forced me to take a $50 taxi to LGA... after telling me I should fly to LA to get to Charlotte,flight_cancellation_rebooking,,high,,,Explicitly says AA cancelled the flight and forced an alternative travel arrangement
b02_0085,b02,random,v2_frozen,independent,conv_423066,423066,215734,10-10-2017 10:10,@AmericanAir ridiculous to have maintenance issues on flights first thing in the morning..why not check the plane out at night?  Smh,flight_delay,,high,,,Maintenance issues are causing flight delays; delay is the actionable issue
b02_0086,b02,random,v2_frozen,independent,conv_441691,441691,219747,10-10-2017 17:58,I fly @SouthwestAir &amp; rarely have delays. I fly @AmericanAir &amp; always experience multiple delays. Could have driven home faster by now.,flight_delay,general_dissatisfaction,high,,yes,Explicitly compares AA's repeated delays with Southwest's lack of delays
b02_0087,b02,random,v2_frozen,independent,conv_561081,561081,251292,02-12-2017 22:45,"I’ve always said that @AmericanAir is my favorite and that I’ve never encountered an issue with them before. Sadly, that ended today, in the most unfortunate of circumstances. Extremely dissatisfied and disappointed 😔",general_dissatisfaction,,high,,,"Strong disappointment/dissatisfaction, but no specific actionable issue is stated"
b02_0088,b02,random,v2_frozen,independent,conv_579553,579553,256490,03-12-2017 10:44,The Best Breakfast @AmericanAir Flagship Miami Airport https://t.co/vX8j809QCk,praise_and_compliment,,high,,,Positive evaluation like best breakfast
b02_0089,b02,random,v2_frozen,independent,conv_599552,599552,262233,03-12-2017 20:25,@AmericanAir why are standby passengers clearing out of order? https://t.co/i21RuW5J3s,boarding_and_gate,,high,,,Specifically asks about standby passengers clearing in the wrong order; boarding/priority process
b02_0090,b02,random,v2_frozen,independent,conv_601009,601009,262566,03-12-2017 20:58,@AmericanAir I’ve been waiting for takeoff for an hour on top of my window being broken which is releasing FREEZING AIR #worstairlineEVER,flight_delay,,high,,,Waiting for takeoff for an hour; the broken window is secondary.
b02_0091,b02,random,v2_frozen,independent,conv_620735,620735,267321,22-11-2017 16:48,"@AmericanAir Even though I am not flying this holiday season, I would still like to thank you all for providing great service.  Have a Happy Thanksgiving!",praise_and_compliment,,high,,,
b02_0092,b02,random,v2_frozen,independent,conv_661908,661908,277693,23-11-2017 00:33,"@AmericanAir sucks. Plane in original location all day long and they decide to do maintenance and delay 1+ hr, missing connection. F THIS",flight_delay,,high,,,"Maintenance caused a 1+ hour delay and a missed connection. Since the original flight was delayed rather than cancelled, delay wins"
b02_0093,b02,random,v2_frozen,independent,conv_712147,712147,212165,10-10-2017 21:57,@americanair Any chance tonight’s JFK to DCA flight can not arrive at 35X? Would be really nice to have a legitimate gate and not wait...,boarding_and_gate,,high,,,Explicit request about the arrival gate/location and waiting there.
b02_0094,b02,random,v2_frozen,independent,conv_772010,772010,302525,12-10-2017 00:27,Thank you @AmericanAir for looking out for your customers during tough times! Much appreciated.,praise_and_compliment,,high,,,
b02_0095,b02,random,v2_frozen,independent,conv_793473,793473,309196,12-10-2017 13:36,"Feature request @AmericanAir:for round trip search results, keep ‘sort by’ criteria set on outbound, on return flights page #CustomerView1st",OTHER,,high,,,Product/website feature request. The taxonomy deliberately doesn't have a dedicated technical/product-support intent.
b02_0096,b02,random,v2_frozen,independent,conv_891337,891337,331650,13-10-2017 17:53,@AmericanAir sucks. They only offered me HALF of what my cancelled flight cost and that doesn't even count the money I missed from work etc.,flight_cancellation_rebooking,,high,,,
b02_0097,b02,random,v2_frozen,independent,conv_894509,894509,332391,20-10-2017 21:23,@AmericanAir sent this 50 min ago-no response. Does AA plan to acknowledge Visa dispute USA/Turkey &amp;offer help to those who cant get a visa?,OTHER,,high,,,Visa/security/travel-document issue. Clearly a genuine support issue but outside the defined intents.
b02_0098,b02,random,v2_frozen,independent,conv_958995,958995,347539,22-10-2017 01:11,Lateness excuses for last 3 times I flew @AmericanAir : No pilots yet.  Pilot's window won't close. Jetway bridge malfunctioning.  #i'mdone,flight_delay,,high,,,
b02_0099,b02,random,v2_frozen,independent,conv_97808,97808,137427,30-11-2017 16:47,@AmericanAir i'm hungry,UNCLEAR,,medium,yes,yes,"“I'm hungry” gives almost no actionable support intent. Could be inflight experience, but that category doesn't exist."
b02_0100,b02,random,v2_frozen,independent,conv_990515,990515,354630,22-10-2017 12:36,My @AmericanAir flight got delayed two whole hours...swear y’all trash,flight_delay,,high,,,
